Type;ANNEE;DateEvenement;Nombre
Naissances;1900;19000725;14
Naissances;1900;19000726;16
Naissances;1900;19000727;18
Naissances;1900;19000728;11
Naissances;1900;19000729;19
Naissances;1900;19000730;17
Naissances;1900;19000731;12
Naissances;1900;19000801;12
Naissances;1900;19000802;19
Naissances;1900;19000803;11
Naissances;1900;19000804;13
Naissances;1900;19000805;16
Naissances;1900;19000806;16
Naissances;1900;19000807;12
Naissances;1900;19000808;8
Naissances;1900;19000809;12
Naissances;1900;19000810;23
Naissances;1900;19000811;14
Naissances;1900;19000812;26
Naissances;1900;19000813;8
Naissances;1900;19000814;12
Naissances;1900;19000815;10
Naissances;1900;19000816;11
Naissances;1900;19000817;18
Naissances;1900;19000818;12
Naissances;1900;19000819;16
Naissances;1900;19000820;16
Naissances;1900;19000821;14
Naissances;1900;19000822;10
Naissances;1900;19000823;14
Naissances;1900;19000824;16
Naissances;1900;19000825;8
Naissances;1900;19000826;7
Naissances;1900;19000827;13
Naissances;1900;19000828;10
Naissances;1900;19000829;7
Naissances;1900;19000830;16
Naissances;1900;19000831;18
Naissances;1900;19000901;9
Naissances;1900;19000902;17
Naissances;1900;19000903;10
Naissances;1900;19000904;21
Naissances;1900;19000905;15
Naissances;1900;19000906;18
Naissances;1900;19000907;12
Naissances;1900;19000908;18
Naissances;1900;19000909;17
Naissances;1900;19000910;16
Naissances;1900;19000911;11
Naissances;1900;19000912;15
Naissances;1900;19000913;14
Naissances;1900;19000914;6
Naissances;1900;19000915;17
Naissances;1900;19000916;16
Naissances;1900;19000917;15
Naissances;1900;19000918;11
Naissances;1900;19000919;16
Naissances;1900;19000920;9
Naissances;1900;19000921;10
Naissances;1900;19000922;9
Naissances;1900;19000923;13
Naissances;1900;19000924;17
Naissances;1900;19000925;10
Naissances;1900;19000926;15
Naissances;1900;19000927;11
Naissances;1900;19000928;13
Naissances;1900;19000929;14
Naissances;1900;19000930;14
Naissances;1900;19001001;10
Naissances;1900;19001002;16
Naissances;1900;19001003;15
Naissances;1900;19001004;12
Naissances;1900;19001005;10
Naissances;1900;19001006;11
Naissances;1900;19001007;20
Naissances;1900;19001008;15
Naissances;1900;19001009;14
Naissances;1900;19001010;18
Naissances;1900;19001011;12
Naissances;1900;19001012;20
Naissances;1900;19001013;17
Naissances;1900;19001014;10
Naissances;1900;19001015;11
Naissances;1900;19001016;16
Naissances;1900;19001017;18
Naissances;1900;19001018;5
Naissances;1900;19001019;13
Naissances;1900;19001020;5
Naissances;1900;19001021;9
Naissances;1900;19001022;12
Naissances;1900;19001023;8
Naissances;1900;19001024;17
Naissances;1900;19001025;18
Naissances;1900;19001026;12
Naissances;1900;19001027;14
Naissances;1900;19001028;17
Naissances;1900;19001029;12
Naissances;1900;19001030;19
Naissances;1900;19001031;18
Naissances;1900;19001101;12
Naissances;1900;19001102;16
Naissances;1900;19001103;11
Naissances;1900;19001104;13
Naissances;1900;19001105;12
Naissances;1900;19001106;12
Naissances;1900;19001107;10
Naissances;1900;19001108;11
Naissances;1900;19001109;18
Naissances;1900;19001110;12
Naissances;1900;19001111;16
Naissances;1900;19001112;13
Naissances;1900;19001113;10
Naissances;1900;19001114;12
Naissances;1900;19001115;11
Naissances;1900;19001116;7
Naissances;1900;19001117;16
Naissances;1900;19001118;9
Naissances;1900;19001119;19
Naissances;1900;19001120;17
Naissances;1900;19001121;16
Naissances;1900;19001122;13
Naissances;1900;19001123;13
Naissances;1900;19001124;20
Naissances;1900;19001125;9
Naissances;1900;19001126;17
Naissances;1900;19001127;8
Naissances;1900;19001128;11
Naissances;1900;19001129;14
Naissances;1900;19001130;15
Naissances;1900;19001201;17
Naissances;1900;19001202;13
Naissances;1900;19001203;18
Naissances;1900;19001204;10
Naissances;1900;19001205;14
Naissances;1900;19001206;18
Naissances;1900;19001207;11
Naissances;1900;19001208;9
Naissances;1900;19001209;10
Naissances;1900;19001210;13
Naissances;1900;19001211;19
Naissances;1900;19001212;8
Naissances;1900;19001213;5
Naissances;1900;19001214;20
Naissances;1900;19001215;13
Naissances;1900;19001216;15
Naissances;1900;19001217;18
Naissances;1900;19001218;14
Naissances;1900;19001219;15
Naissances;1900;19001220;19
Naissances;1900;19001221;14
Naissances;1900;19001222;16
Naissances;1900;19001223;15
Naissances;1900;19001224;19
Naissances;1900;19001225;8
Naissances;1900;19001226;14
Naissances;1900;19001227;10
Naissances;1900;19001228;15
Naissances;1900;19001229;13
Naissances;1900;19001230;20
Naissances;1900;19001231;15
Naissances;1901;19010101;13
Naissances;1901;19010102;8
Naissances;1901;19010103;15
Naissances;1901;19010104;19
Naissances;1901;19010105;11
Naissances;1901;19010106;28
Naissances;1901;19010107;20
Naissances;1901;19010108;15
Naissances;1901;19010109;15
Naissances;1901;19010110;12
Naissances;1901;19010111;18
Naissances;1901;19010112;7
Naissances;1901;19010113;8
Naissances;1901;19010114;15
Naissances;1901;19010115;16
Naissances;1901;19010116;15
Naissances;1901;19010117;11
Naissances;1901;19010118;5
Naissances;1901;19010119;6
Naissances;1901;19010120;23
Naissances;1901;19010121;16
Naissances;1901;19010122;13
Naissances;1901;19010123;11
Naissances;1901;19010124;15
Naissances;1901;19010125;15
Naissances;1901;19010126;8
Naissances;1901;19010127;12
Naissances;1901;19010128;23
Naissances;1901;19010129;16
Naissances;1901;19010130;19
Naissances;1901;19010131;15
Naissances;1901;19010201;9
Naissances;1901;19010202;17
Naissances;1901;19010203;19
Naissances;1901;19010204;24
Naissances;1901;19010205;17
Naissances;1901;19010206;15
Naissances;1901;19010207;16
Naissances;1901;19010208;8
Naissances;1901;19010209;13
Naissances;1901;19010210;22
Naissances;1901;19010211;21
Naissances;1901;19010212;12
Naissances;1901;19010213;13
Naissances;1901;19010214;11
Naissances;1901;19010215;10
Naissances;1901;19010216;19
Naissances;1901;19010217;14
Naissances;1901;19010218;23
Naissances;1901;19010219;15
Naissances;1901;19010220;17
Naissances;1901;19010221;16
Naissances;1901;19010222;21
Naissances;1901;19010223;22
Naissances;1901;19010224;15
Naissances;1901;19010225;19
Naissances;1901;19010226;17
Naissances;1901;19010227;20
Naissances;1901;19010228;11
Naissances;1901;19010301;15
Naissances;1901;19010302;21
Naissances;1901;19010303;15
Naissances;1901;19010304;20
Naissances;1901;19010305;21
Naissances;1901;19010306;12
Naissances;1901;19010307;18
Naissances;1901;19010308;11
Naissances;1901;19010309;13
Naissances;1901;19010310;12
Naissances;1901;19010311;17
Naissances;1901;19010312;11
Naissances;1901;19010313;12
Naissances;1901;19010314;11
Naissances;1901;19010315;15
Naissances;1901;19010316;17
Naissances;1901;19010317;26
Naissances;1901;19010318;16
Naissances;1901;19010319;18
Naissances;1901;19010320;8
Naissances;1901;19010321;11
Naissances;1901;19010322;19
Naissances;1901;19010323;17
Naissances;1901;19010324;10
Naissances;1901;19010325;21
Naissances;1901;19010326;15
Naissances;1901;19010327;14
Naissances;1901;19010328;12
Naissances;1901;19010329;10
Naissances;1901;19010330;17
Naissances;1901;19010331;16
Naissances;1901;19010401;11
Naissances;1901;19010402;12
Naissances;1901;19010403;15
Naissances;1901;19010404;15
Naissances;1901;19010405;11
Naissances;1901;19010406;12
Naissances;1901;19010407;20
Naissances;1901;19010408;15
Naissances;1901;19010409;10
Naissances;1901;19010410;19
Naissances;1901;19010411;10
Naissances;1901;19010412;18
Naissances;1901;19010413;7
Naissances;1901;19010414;9
Naissances;1901;19010415;11
Naissances;1901;19010416;12
Naissances;1901;19010417;17
Naissances;1901;19010418;15
Naissances;1901;19010419;11
Naissances;1901;19010420;15
Naissances;1901;19010421;17
Naissances;1901;19010422;20
Naissances;1901;19010423;19
Naissances;1901;19010424;13
Naissances;1901;19010425;9
Naissances;1901;19010426;12
Naissances;1901;19010427;5
Naissances;1901;19010428;11
Naissances;1901;19010429;13
Naissances;1901;19010430;13
Naissances;1901;19010501;14
Naissances;1901;19010502;26
Naissances;1901;19010503;11
Naissances;1901;19010504;9
Naissances;1901;19010505;13
Naissances;1901;19010506;13
Naissances;1901;19010507;7
Naissances;1901;19010508;14
Naissances;1901;19010509;10
Naissances;1901;19010510;5
Naissances;1901;19010511;14
Naissances;1901;19010512;10
Naissances;1901;19010513;7
Naissances;1901;19010514;7
Naissances;1901;19010515;13
Naissances;1901;19010516;21
Naissances;1901;19010517;16
Naissances;1901;19010518;10
Naissances;1901;19010519;12
Naissances;1901;19010520;11
Naissances;1901;19010521;18
Naissances;1901;19010522;9
Naissances;1901;19010523;14
Naissances;1901;19010524;19
Naissances;1901;19010525;15
Naissances;1901;19010526;14
Naissances;1901;19010527;12
Naissances;1901;19010528;19
Naissances;1901;19010529;15
Naissances;1901;19010530;7
Naissances;1901;19010531;18
Naissances;1901;19010601;9
Naissances;1901;19010602;10
Naissances;1901;19010603;15
Naissances;1901;19010604;13
Naissances;1901;19010605;10
Naissances;1901;19010606;12
Naissances;1901;19010607;11
Naissances;1901;19010608;11
Naissances;1901;19010609;19
Naissances;1901;19010610;11
Naissances;1901;19010611;15
Naissances;1901;19010612;14
Naissances;1901;19010613;11
Naissances;1901;19010614;9
Naissances;1901;19010615;16
Naissances;1901;19010616;14
Naissances;1901;19010617;10
Naissances;1901;19010618;15
Naissances;1901;19010619;11
Naissances;1901;19010620;15
Naissances;1901;19010621;11
Naissances;1901;19010622;4
Naissances;1901;19010623;13
Naissances;1901;19010624;19
Naissances;1901;19010625;15
Naissances;1901;19010626;11
Naissances;1901;19010627;16
Naissances;1901;19010628;14
Naissances;1901;19010629;16
Naissances;1901;19010630;17
Naissances;1901;19010701;17
Naissances;1901;19010702;16
Naissances;1901;19010703;16
Naissances;1901;19010704;8
Naissances;1901;19010705;14
Naissances;1901;19010706;12
Naissances;1901;19010707;14
Naissances;1901;19010708;18
Naissances;1901;19010709;16
Naissances;1901;19010710;15
Naissances;1901;19010711;16
Naissances;1901;19010712;20
Naissances;1901;19010713;20
Naissances;1901;19010714;17
Naissances;1901;19010715;16
Naissances;1901;19010716;16
Naissances;1901;19010717;12
Naissances;1901;19010718;14
Naissances;1901;19010719;13
Naissances;1901;19010720;10
Naissances;1901;19010721;21
Naissances;1901;19010722;18
Naissances;1901;19010723;10
Naissances;1901;19010724;17
Naissances;1901;19010725;8
Naissances;1901;19010726;12
Naissances;1901;19010727;16
Naissances;1901;19010728;16
Naissances;1901;19010729;14
Naissances;1901;19010730;9
Naissances;1901;19010731;14
Naissances;1901;19010801;11
Naissances;1901;19010802;13
Naissances;1901;19010803;16
Naissances;1901;19010804;15
Naissances;1901;19010805;21
Naissances;1901;19010806;13
Naissances;1901;19010807;11
Naissances;1901;19010808;18
Naissances;1901;19010809;11
Naissances;1901;19010810;18
Naissances;1901;19010811;18
Naissances;1901;19010812;12
Naissances;1901;19010813;10
Naissances;1901;19010814;9
Naissances;1901;19010815;10
Naissances;1901;19010816;19
Naissances;1901;19010817;15
Naissances;1901;19010818;18
Naissances;1901;19010819;17
Naissances;1901;19010820;11
Naissances;1901;19010821;12
Naissances;1901;19010822;16
Naissances;1901;19010823;14
Naissances;1901;19010824;10
Naissances;1901;19010825;18
Naissances;1901;19010826;15
Naissances;1901;19010827;11
Naissances;1901;19010828;16
Naissances;1901;19010829;18
Naissances;1901;19010830;25
Naissances;1901;19010831;12
Naissances;1901;19010901;18
Naissances;1901;19010902;23
Naissances;1901;19010903;16
Naissances;1901;19010904;11
Naissances;1901;19010905;7
Naissances;1901;19010906;14
Naissances;1901;19010907;16
Naissances;1901;19010908;17
Naissances;1901;19010909;22
Naissances;1901;19010910;23
Naissances;1901;19010911;13
Naissances;1901;19010912;11
Naissances;1901;19010913;16
Naissances;1901;19010914;10
Naissances;1901;19010915;16
Naissances;1901;19010916;17
Naissances;1901;19010917;13
Naissances;1901;19010918;13
Naissances;1901;19010919;18
Naissances;1901;19010920;12
Naissances;1901;19010921;17
Naissances;1901;19010922;16
Naissances;1901;19010923;11
Naissances;1901;19010924;11
Naissances;1901;19010925;13
Naissances;1901;19010926;13
Naissances;1901;19010927;14
Naissances;1901;19010928;14
Naissances;1901;19010929;6
Naissances;1901;19010930;14
Naissances;1901;19011001;20
Naissances;1901;19011002;15
Naissances;1901;19011003;11
Naissances;1901;19011004;19
Naissances;1901;19011005;22
Naissances;1901;19011006;16
Naissances;1901;19011007;14
Naissances;1901;19011008;13
Naissances;1901;19011009;17
Naissances;1901;19011010;16
Naissances;1901;19011011;17
Naissances;1901;19011012;13
Naissances;1901;19011013;15
Naissances;1901;19011014;19
Naissances;1901;19011015;19
Naissances;1901;19011016;13
Naissances;1901;19011017;12
Naissances;1901;19011018;18
Naissances;1901;19011019;16
Naissances;1901;19011020;17
Naissances;1901;19011021;15
Naissances;1901;19011022;13
Naissances;1901;19011023;13
Naissances;1901;19011024;11
Naissances;1901;19011025;18
Naissances;1901;19011026;18
Naissances;1901;19011027;13
Naissances;1901;19011028;17
Naissances;1901;19011029;21
Naissances;1901;19011030;14
Naissances;1901;19011031;10
Naissances;1901;19011101;11
Naissances;1901;19011102;16
Naissances;1901;19011103;20
Naissances;1901;19011104;16
Naissances;1901;19011105;18
Naissances;1901;19011106;8
Naissances;1901;19011107;14
Naissances;1901;19011108;7
Naissances;1901;19011109;15
Naissances;1901;19011110;14
Naissances;1901;19011111;14
Naissances;1901;19011112;12
Naissances;1901;19011113;14
Naissances;1901;19011114;14
Naissances;1901;19011115;12
Naissances;1901;19011116;15
Naissances;1901;19011117;19
Naissances;1901;19011118;8
Naissances;1901;19011119;16
Naissances;1901;19011120;12
Naissances;1901;19011121;19
Naissances;1901;19011122;17
Naissances;1901;19011123;16
Naissances;1901;19011124;7
Naissances;1901;19011125;22
Naissances;1901;19011126;18
Naissances;1901;19011127;10
Naissances;1901;19011128;17
Naissances;1901;19011129;16
Naissances;1901;19011130;10
Naissances;1901;19011201;14
Naissances;1901;19011202;22
Naissances;1901;19011203;18
Naissances;1901;19011204;16
Naissances;1901;19011205;14
Naissances;1901;19011206;11
Naissances;1901;19011207;9
Naissances;1901;19011208;13
Naissances;1901;19011209;14
Naissances;1901;19011210;10
Naissances;1901;19011211;11
Naissances;1901;19011212;19
Naissances;1901;19011213;10
Naissances;1901;19011214;11
Naissances;1901;19011215;17
Naissances;1901;19011216;20
Naissances;1901;19011217;9
Naissances;1901;19011218;13
Naissances;1901;19011219;18
Naissances;1901;19011220;16
Naissances;1901;19011221;12
Naissances;1901;19011222;14
Naissances;1901;19011223;15
Naissances;1901;19011224;13
Naissances;1901;19011225;16
Naissances;1901;19011226;16
Naissances;1901;19011227;11
Naissances;1901;19011228;15
Naissances;1901;19011229;17
Naissances;1901;19011230;12
Naissances;1901;19011231;40
Naissances;1902;19020101;10
Naissances;1902;19020102;19
Naissances;1902;19020103;9
Naissances;1902;19020104;17
Naissances;1902;19020105;19
Naissances;1902;19020106;10
Naissances;1902;19020107;19
Naissances;1902;19020108;16
Naissances;1902;19020109;8
Naissances;1902;19020110;12
Naissances;1902;19020111;15
Naissances;1902;19020112;15
Naissances;1902;19020113;10
Naissances;1902;19020114;17
Naissances;1902;19020115;17
Naissances;1902;19020116;9
Naissances;1902;19020117;25
Naissances;1902;19020118;21
Naissances;1902;19020119;11
Naissances;1902;19020120;25
Naissances;1902;19020121;16
Naissances;1902;19020122;6
Naissances;1902;19020123;16
Naissances;1902;19020124;18
Naissances;1902;19020125;17
Naissances;1902;19020126;11
Naissances;1902;19020127;12
Naissances;1902;19020128;16
Naissances;1902;19020129;11
Naissances;1902;19020130;10
Naissances;1902;19020131;15
Naissances;1902;19020201;12
Naissances;1902;19020202;18
Naissances;1902;19020203;13
Naissances;1902;19020204;22
Naissances;1902;19020205;10
Naissances;1902;19020206;16
Naissances;1902;19020207;14
Naissances;1902;19020208;20
Naissances;1902;19020209;14
Naissances;1902;19020210;16
Naissances;1902;19020211;18
Naissances;1902;19020212;15
Naissances;1902;19020213;17
Naissances;1902;19020214;15
Naissances;1902;19020215;13
Naissances;1902;19020216;13
Naissances;1902;19020217;11
Naissances;1902;19020218;18
Naissances;1902;19020219;16
Naissances;1902;19020220;17
Naissances;1902;19020221;9
Naissances;1902;19020222;25
Naissances;1902;19020223;16
Naissances;1902;19020224;11
Naissances;1902;19020225;17
Naissances;1902;19020226;14
Naissances;1902;19020227;10
Naissances;1902;19020228;8
Naissances;1902;19020301;15
Naissances;1902;19020302;23
Naissances;1902;19020303;17
Naissances;1902;19020304;14
Naissances;1902;19020305;18
Naissances;1902;19020306;18
Naissances;1902;19020307;21
Naissances;1902;19020308;24
Naissances;1902;19020309;10
Naissances;1902;19020310;12
Naissances;1902;19020311;18
Naissances;1902;19020312;13
Naissances;1902;19020313;22
Naissances;1902;19020314;10
Naissances;1902;19020315;21
Naissances;1902;19020316;24
Naissances;1902;19020317;17
Naissances;1902;19020318;12
Naissances;1902;19020319;18
Naissances;1902;19020320;13
Naissances;1902;19020321;12
Naissances;1902;19020322;14
Naissances;1902;19020323;9
Naissances;1902;19020324;15
Naissances;1902;19020325;14
Naissances;1902;19020326;23
Naissances;1902;19020327;15
Naissances;1902;19020328;18
Naissances;1902;19020329;15
Naissances;1902;19020330;16
Naissances;1902;19020331;9
Naissances;1902;19020401;15
Naissances;1902;19020402;19
Naissances;1902;19020403;10
Naissances;1902;19020404;9
Naissances;1902;19020405;14
Naissances;1902;19020406;20
Naissances;1902;19020407;16
Naissances;1902;19020408;19
Naissances;1902;19020409;12
Naissances;1902;19020410;19
Naissances;1902;19020411;14
Naissances;1902;19020412;10
Naissances;1902;19020413;16
Naissances;1902;19020414;16
Naissances;1902;19020415;17
Naissances;1902;19020416;17
Naissances;1902;19020417;14
Naissances;1902;19020418;26
Naissances;1902;19020419;17
Naissances;1902;19020420;19
Naissances;1902;19020421;8
Naissances;1902;19020422;12
Naissances;1902;19020423;16
Naissances;1902;19020424;17
Naissances;1902;19020425;15
Naissances;1902;19020426;12
Naissances;1902;19020427;16
Naissances;1902;19020428;13
Naissances;1902;19020429;9
Naissances;1902;19020430;13
Naissances;1902;19020501;16
Naissances;1902;19020502;17
Naissances;1902;19020503;16
Naissances;1902;19020504;12
Naissances;1902;19020505;12
Naissances;1902;19020506;12
Naissances;1902;19020507;19
Naissances;1902;19020508;16
Naissances;1902;19020509;14
Naissances;1902;19020510;18
Naissances;1902;19020511;20
Naissances;1902;19020512;13
Naissances;1902;19020513;19
Naissances;1902;19020514;17
Naissances;1902;19020515;12
Naissances;1902;19020516;5
Naissances;1902;19020517;20
Naissances;1902;19020518;17
Naissances;1902;19020519;15
Naissances;1902;19020520;17
Naissances;1902;19020521;14
Naissances;1902;19020522;15
Naissances;1902;19020523;9
Naissances;1902;19020524;14
Naissances;1902;19020525;13
Naissances;1902;19020526;23
Naissances;1902;19020527;13
Naissances;1902;19020528;14
Naissances;1902;19020529;11
Naissances;1902;19020530;16
Naissances;1902;19020531;9
Naissances;1902;19020601;14
Naissances;1902;19020602;12
Naissances;1902;19020603;8
Naissances;1902;19020604;13
Naissances;1902;19020605;7
Naissances;1902;19020606;11
Naissances;1902;19020607;17
Naissances;1902;19020608;11
Naissances;1902;19020609;17
Naissances;1902;19020610;16
Naissances;1902;19020611;15
Naissances;1902;19020612;9
Naissances;1902;19020613;14
Naissances;1902;19020614;8
Naissances;1902;19020615;15
Naissances;1902;19020616;14
Naissances;1902;19020617;13
Naissances;1902;19020618;17
Naissances;1902;19020619;8
Naissances;1902;19020620;10
Naissances;1902;19020621;14
Naissances;1902;19020622;13
Naissances;1902;19020623;13
Naissances;1902;19020624;13
Naissances;1902;19020625;15
Naissances;1902;19020626;21
Naissances;1902;19020627;17
Naissances;1902;19020628;12
Naissances;1902;19020629;19
Naissances;1902;19020630;12
Naissances;1902;19020701;10
Naissances;1902;19020702;13
Naissances;1902;19020703;13
Naissances;1902;19020704;17
Naissances;1902;19020705;19
Naissances;1902;19020706;19
Naissances;1902;19020707;22
Naissances;1902;19020708;12
Naissances;1902;19020709;14
Naissances;1902;19020710;16
Naissances;1902;19020711;16
Naissances;1902;19020712;17
Naissances;1902;19020713;17
Naissances;1902;19020714;17
Naissances;1902;19020715;11
Naissances;1902;19020716;16
Naissances;1902;19020717;11
Naissances;1902;19020718;23
Naissances;1902;19020719;12
Naissances;1902;19020720;13
Naissances;1902;19020721;16
Naissances;1902;19020722;21
Naissances;1902;19020723;19
Naissances;1902;19020724;15
Naissances;1902;19020725;9
Naissances;1902;19020726;12
Naissances;1902;19020727;8
Naissances;1902;19020728;11
Naissances;1902;19020729;15
Naissances;1902;19020730;11
Naissances;1902;19020731;20
Naissances;1902;19020801;12
Naissances;1902;19020802;16
Naissances;1902;19020803;17
Naissances;1902;19020804;13
Naissances;1902;19020805;10
Naissances;1902;19020806;15
Naissances;1902;19020807;18
Naissances;1902;19020808;10
Naissances;1902;19020809;12
Naissances;1902;19020810;7
Naissances;1902;19020811;17
Naissances;1902;19020812;14
Naissances;1902;19020813;12
Naissances;1902;19020814;6
Naissances;1902;19020815;23
Naissances;1902;19020816;14
Naissances;1902;19020817;11
Naissances;1902;19020818;15
Naissances;1902;19020819;12
Naissances;1902;19020820;18
Naissances;1902;19020821;19
Naissances;1902;19020822;7
Naissances;1902;19020823;10
Naissances;1902;19020824;19
Naissances;1902;19020825;14
Naissances;1902;19020826;13
Naissances;1902;19020827;15
Naissances;1902;19020828;14
Naissances;1902;19020829;17
Naissances;1902;19020830;11
Naissances;1902;19020831;14
Naissances;1902;19020901;13
Naissances;1902;19020902;14
Naissances;1902;19020903;22
Naissances;1902;19020904;12
Naissances;1902;19020905;13
Naissances;1902;19020906;11
Naissances;1902;19020907;11
Naissances;1902;19020908;7
Naissances;1902;19020909;4
Naissances;1902;19020910;15
Naissances;1902;19020911;11
Naissances;1902;19020912;17
Naissances;1902;19020913;13
Naissances;1902;19020914;11
Naissances;1902;19020915;8
Naissances;1902;19020916;15
Naissances;1902;19020917;13
Naissances;1902;19020918;18
Naissances;1902;19020919;13
Naissances;1902;19020920;14
Naissances;1902;19020921;16
Naissances;1902;19020922;13
Naissances;1902;19020923;13
Naissances;1902;19020924;11
